1	1	3	1	2	3	1	1	2	2	3	0	
2	1	1	1	6	3	3	1	1	5	4	0	
3	1	1	1	4	1	1	1	6	2	2	0	
4	1	1	1	5	1	2	1	2	3	2	0	
5	9	1	1	2	3	2	1	3	3	1	0	
6	1	1	1	3	3	3	1	2	4	3	0	
7	1	1	1	2	3	5	1	2	3	8	0	
8	1	1	1	2	3	3	1	1	2	9	0	
9	9	1	1	2	2	1	1	4	3	2	0	
10	1	1	1	1	5	4	2	2	3	3	0	
11	8	2	1	3	1	2	2	2	1	2	40	
12	1	2	1	4	3	1	1	1	2	1	25	
13	1	1	1	2	2	3	1	3	3	4	0	
14	1	1	1	6	2	3	1	6	3	3	0	
15	1	1	1	3	3	2	9	2	6	1	0	
16	1	1	1	2	3	2	9	3	1	1	0	
17	1	1	1	2	2	1	2	6	1	2	0	
18	1	1	1	1	2	3	1	1	3	5	0	
19	1	1	1	3	3	3	1	3	4	2	0	
20	1	1	1	3	6	7	1	2	3	3	0	
21	2	1	1	2	3	3	1	3	3	4	0	
22	1	3	1	1	2	4	1	1	2	2	0	
23	1	1	1	3	3	3	1	3	2	3	0	
24	1	1	1	3	4	2	1	3	5	3	0	
25	1	1	1	3	2	3	1	3	9	1	0	
26	1	1	1	1	2	2	1	4	5	5	0	
27	3	2	1	3	2	3	1	3	3	3	10	
28	1	1	1	3	6	3	1	1	3	2	0	
29	1	1	1	3	2	1	1	2	3	3	0	
30	1	2	1	4	3	3	1	3	2	3	40	
31	1	1	1	2	3	2	1	1	1	2	0	
32	3	2	1	3	5	3	1	4	4	3	15	
33	2	4	1	2	4	2	1	2	2	1	0	
34	1	1	1	3	2	2	3	2	3	3	0	
35	1	1	1	3	2	1	9	1	3	4	0	
36	2	2	1	3	3	3	1	2	3	4	15	
37	1	3	1	1	3	4	1	4	2	2	0	
38	1	1	1	4	3	2	3	3	3	5	0	
39	3	1	1	3	2	3	3	2	6	2	0	
40	1	1	1	2	2	2	1	1	4	4	0	
41	2	1	1	1	3	3	1	3	2	2	0	
42	1	1	1	1	3	2	1	3	1	1	0	
43	2	1	1	5	4	3	1	3	3	3	0	
44	1	1	1	3	2	3	1	3	3	3	0	
45	1	1	1	1	2	2	1	1	2	3	0	
46	1	2	1	4	3	3	1	5	2	2	10	
47	1	1	1	2	5	1	1	6	3	3	0	
48	1	1	1	3	2	4	1	1	5	2	0	
49	1	1	1	3	3	2	2	2	2	2	0	
50	1	1	1	2	1	3	1	2	3	2	0	
51	1	1	1	5	3	2	1	2	2	4	0	
52	1	1	2	0	0	0	8	1	8	2	0	
53	1	1	1	3	1	3	1	3	3	3	0	
54	1	1	1	2	3	2	1	3	4	3	0	
55	2	3	1	2	3	3	1	3	6	2	0	
56	1	1	1	6	3	1	1	3	3	5	0	
57	1	2	1	4	3	2	1	1	4	2	40	
58	1	1	1	3	1	1	1	3	2	9	0	
59	1	3	1	3	2	1	1	3	4	3	0	
60	9	2	1	3	2	4	1	4	3	3	50	
61	2	1	1	3	2	2	1	3	2	3	0	
62	3	1	1	3	2	2	1	4	3	3	0	
63	1	1	1	2	4	3	2	1	1	3	0	
64	1	2	1	2	2	3	1	2	3	2	10	
65	1	1	1	3	3	3	1	3	3	3	0	
66	1	2	1	2	3	4	1	3	1	2	20	
67	1	1	1	3	4	1	2	2	3	3	0	
68	1	2	1	1	3	1	3	8	1	2	50	
69	1	2	1	1	2	5	1	3	4	1	10	
70	1	1	1	4	5	1	2	1	2	3	0	
71	1	1	1	2	2	4	1	3	2	4	0	
72	3	1	1	3	3	4	3	2	5	4	0	
73	1	2	1	2	3	3	1	2	4	3	15	
74	1	1	1	3	3	3	1	4	2	4	0	
75	1	2	1	2	5	5	1	3	2	2	40	
76	1	2	1	3	3	1	1	4	9	5	15	
77	1	1	1	2	2	3	3	3	2	8	0	
78	1	1	1	3	2	3	3	2	4	3	0	
79	2	9	1	2	2	1	3	4	2	2	0	
80	1	1	1	2	3	3	1	3	5	1	0	
81	1	1	1	4	2	3	1	2	4	1	0	
82	2	1	1	6	3	2	1	2	1	2	0	
83	1	1	1	5	3	3	2	3	4	1	0	
84	1	3	1	3	3	1	1	3	3	3	0	
85	1	1	1	1	6	1	1	3	3	3	0	
86	3	1	1	3	2	6	2	3	5	1	0	
87	1	1	1	3	2	4	9	3	2	4	0	
88	1	1	1	4	3	3	1	1	2	5	0	
89	1	2	1	3	4	3	1	1	3	2	30	
90	1	1	1	3	4	2	1	3	3	3	0	
91	1	1	1	1	3	2	3	5	2	1	0	
92	1	1	1	1	2	3	1	3	3	2	0	
93	1	1	1	1	6	2	2	3	3	3	0	
94	2	1	1	5	3	8	1	2	3	1	0	
95	1	3	1	3	3	4	1	2	3	2	0	
96	1	2	1	4	3	2	1	1	4	2	20	
97	1	8	1	3	2	2	1	2	2	2	0	
98	1	1	1	2	8	5	1	2	3	3	0	
99	3	1	1	2	2	2	2	2	3	4	0	
100	1	1	1	2	1	3	1	3	3	5	0	
101	1	2	1	3	3	3	1	1	1	2	15	
102	1	2	1	1	2	3	1	3	3	2	40	
103	1	1	1	2	3	1	1	3	1	3	0	
104	2	2	1	4	1	3	1	4	2	3	50	
105	2	1	1	2	2	3	1	2	3	4	0	
106	1	1	1	4	1	3	0	6	3	1	0	
107	1	1	9	0	0	0	0	3	1	3	0	
108	1	1	1	3	3	1	1	1	4	3	0	
109	1	1	1	2	3	2	1	1	3	3	0	
110	1	1	1	3	3	3	1	2	3	2	0	
111	1	1	1	2	3	4	1	2	2	3	0	
112	1	1	1	3	3	5	1	1	6	3	0	
113	1	1	1	1	2	3	1	4	3	3	0	
114	1	1	1	2	3	2	1	3	3	5	0	
115	1	1	1	1	1	1	1	1	3	2	0	
116	1	4	1	2	4	4	1	3	3	5	0	
117	1	1	1	4	1	4	1	2	1	5	0	
118	1	1	1	2	3	3	1	2	1	3	0	
119	1	2	1	3	4	3	2	3	1	5	20	
120	1	1	1	3	3	8	2	1	3	3	0	
121	1	1	1	3	1	3	1	3	2	3	0	
122	1	1	1	2	3	2	1	3	2	2	0	
123	1	3	1	2	2	1	1	4	3	5	0	
124	1	1	1	1	2	1	1	1	3	4	0	
125	1	9	1	3	3	2	1	4	3	2	0	
126	1	4	1	3	2	4	1	6	3	3	0	
127	1	1	1	2	6	3	1	3	2	4	0	
128	1	1	1	2	3	1	1	3	5	3	0	
129	1	1	1	2	2	3	1	2	2	3	0	
130	1	1	1	3	4	2	1	3	4	3	0	
131	1	1	1	3	3	3	1	3	3	3	0	
132	1	1	1	2	4	4	1	3	2	3	0	
133	1	1	1	1	2	2	1	2	3	3	0	
134	8	1	1	2	3	3	2	5	4	2	0	
135	1	1	1	4	4	3	1	3	3	4	0	
136	1	2	1	2	3	1	1	1	2	2	10	
137	2	1	1	2	1	4	1	3	3	3	0	
138	1	4	1	3	1	3	1	3	3	3	0	
139	1	2	1	5	4	2	1	5	1	2	40	
140	1	3	1	3	2	2	1	3	1	1	0	
141	2	3	1	1	2	3	1	3	6	3	0	
142	1	1	1	3	2	3	1	3	3	4	0	
143	1	1	1	2	3	4	1	1	3	2	0	
144	1	1	1	3	1	1	1	2	2	3	0	
145	1	1	1	3	1	1	1	4	3	2	0	
146	1	2	1	4	3	3	2	3	1	2	50	
147	1	1	1	1	2	3	1	3	3	3	0	
148	1	1	1	2	2	3	1	1	3	5	0	
149	1	1	1	3	3	6	1	3	2	2	0	
150	1	1	1	3	1	4	1	3	2	3	0	
151	1	1	1	3	4	3	9	5	2	2	0	
152	1	1	1	3	3	2	1	3	2	2	0	
153	1	2	1	3	2	1	3	1	4	3	40	
154	1	2	1	5	1	2	1	1	2	3	10	
155	1	1	2	0	0	0	0	3	2	1	0	
156	1	1	1	2	3	2	1	2	6	4	0	
157	1	1	1	2	3	3	1	3	3	2	0	
158	1	1	1	3	3	2	1	4	1	2	0	
159	1	1	1	2	2	2	1	3	1	1	0	
160	1	1	1	2	3	2	1	1	3	5	0	
161	1	2	1	3	4	3	1	6	4	3	50	
162	1	1	1	2	3	3	1	2	3	1	0	
163	1	2	1	2	2	2	2	4	3	1	20	
164	3	2	1	4	3	1	1	3	1	1	50	
165	2	1	1	2	3	8	1	2	1	4	0	
